Date,Open,High,Low,Close,Adj Close,Volume
2014-08-11,1.144129991531372,1.2156399488449097,1.1393699645996094,1.2156399488449097,1.1607338190078735,7995801.0
2014-08-12,1.2299400568008425,1.2442500591278076,1.2204099893569946,1.2394800186157229,1.1834970712661743,996359.0
2014-08-13,1.2537800073623655,1.2871500253677368,1.2394800186157229,1.2394800186157229,1.1834970712661743,1048723.0
2014-08-14,1.2394800186157229,1.2394800186157229,1.2394800186157229,1.2394800186157229,1.1834970712661743,447088.0
2014-08-15,1.2394800186157229,1.2442500591278076,1.2299400568008425,1.2394800186157229,1.1834970712661743,358210.0
2014-08-18,1.2394800186157229,1.2394800186157229,1.2394800186157229,1.2394800186157229,1.1834970712661743,69223.0
2014-08-19,1.2490099668502808,1.2490099668502808,1.2394800186157229,1.2394800186157229,1.1834970712661743,62846.0
2014-08-20,1.2394800186157229,1.2394800186157229,1.2394800186157229,1.2394800186157229,1.1834970712661743,19057.0
2014-08-21,1.2394800186157229,1.2394800186157229,1.2394800186157229,1.2394800186157229,1.1834970712661743,26594.0
2014-08-22,1.2299400568008425,1.2394800186157229,1.2299400568008425,1.2299400568008425,1.174387812614441,191936.0
2014-08-25,1.2299400568008425,1.2299400568008425,1.2251800298690796,1.2251800298690796,1.1698429584503174,920009.0
2014-08-26,1.2251800298690796,1.2299400568008425,1.2251800298690796,1.2299400568008425,1.174387812614441,54057.0
2014-08-27,1.2299400568008425,1.2299400568008425,1.2299400568008425,1.2299400568008425,1.174387812614441,371954.0
2014-08-28,1.2299400568008425,1.2299400568008425,1.2299400568008425,1.2299400568008425,1.174387812614441,4195.0
2014-08-29,1.2251800298690796,1.2251800298690796,1.2251800298690796,1.2251800298690796,1.1698429584503174,49714.0
2014-09-01,1.2251800298690796,1.2299400568008425,1.2251800298690796,1.2299400568008425,1.174387812614441,126950.0
2014-09-02,1.2299400568008425,1.2299400568008425,1.2251800298690796,1.2299400568008425,1.174387812614441,48387.0
2014-09-03,1.2299400568008425,1.2299400568008425,1.2299400568008425,1.2299400568008425,1.174387812614441,29157.0
2014-09-04,1.2347099781036377,1.2633099555969238,1.2347099781036377,1.2633099555969238,1.206250548362732,778545.0
2014-09-05,1.2633099555969238,1.3109899759292605,1.2633099555969238,1.3109899759292605,1.251777172088623,156227.0
2014-09-08,1.3109899759292605,1.3109899759292605,1.3109899759292605,1.3109899759292605,1.251777172088623,90860.0
2014-09-09,1.3062200546264648,1.3062200546264648,1.3062200546264648,1.3062200546264648,1.2472225427627563,15208.0
2014-09-10,1.3062200546264648,1.334820032119751,1.3062200546264648,1.334820032119751,1.2745308876037598,39509.0
2014-09-11,1.334820032119751,1.3825000524520874,1.334820032119751,1.3825000524520874,1.3200572729110718,45217.0
2014-09-12,1.3777300119400024,1.3825000524520874,1.3777300119400024,1.3825000524520874,1.3200572729110718,37582.0
2014-09-15,1.5255099534988403,1.5255099534988403,1.4301700592041016,1.4301700592041016,1.3655741214752195,88271.0
2014-09-16,1.4301700592041016,1.4301700592041016,1.3825000524520874,1.3825000524520874,1.3200572729110718,892343.0
2014-09-17,1.3825000524520874,1.4301700592041016,1.3825000524520874,1.4301700592041016,1.3655741214752195,23701.0
2014-09-18,1.4301700592041016,1.4301700592041016,1.4206299781799316,1.4206299781799316,1.356464982032776,27901.0
2014-09-19,1.4206299781799316,1.4206299781799316,1.4111000299453735,1.4206299781799316,1.356464982032776,20962.0
2014-09-22,1.4301700592041016,1.4301700592041016,1.4254000186920166,1.4254000186920166,1.361019492149353,36950.0
2014-09-23,1.4254000186920166,1.4254000186920166,1.4111000299453735,1.4206299781799316,1.356464982032776,8791.0
2014-09-24,1.4206299781799316,1.4206299781799316,1.4206299781799316,1.4206299781799316,1.356464982032776,6922.0
2014-09-25,1.4254000186920166,1.4254000186920166,1.4254000186920166,1.4254000186920166,1.361019492149353,5454.0
2014-09-26,1.4254000186920166,1.4254000186920166,1.4254000186920166,1.4254000186920166,1.361019492149353,5454.0
2014-09-29,1.4254000186920166,1.4254000186920166,1.4254000186920166,1.4254000186920166,1.361019492149353,6597.0
2014-09-30,1.4111000299453735,1.4111000299453735,1.4063299894332886,1.4063299894332886,1.342810869216919,287956.0
2014-10-01,1.4063299894332886,1.4063299894332886,1.4063299894332886,1.4063299894332886,1.342810869216919,2145017.0
2014-10-02,1.4063299894332886,1.4301700592041016,1.4063299894332886,1.4301700592041016,1.3655741214752195,6015698.0
2014-10-03,1.4778399467468262,1.4778399467468262,1.4778399467468262,1.4778399467468262,1.4110909700393677,6293.0
2014-10-06,1.5016800165176392,1.5207500457763672,1.5016800165176392,1.5207500457763672,1.4520630836486816,42413.0
2014-10-07,1.5255099534988403,1.620859980583191,1.5255099534988403,1.620859980583191,1.547651290893555,76564.0
2014-10-08,1.620859980583191,1.620859980583191,1.5255099534988403,1.5255099534988403,1.4566080570220947,44743.0
2014-10-09,1.5255099534988403,1.5255099534988403,1.5255099534988403,1.5255099534988403,1.4566080570220947,12953.0
2014-10-10,1.5016800165176392,1.5255099534988403,1.5016800165176392,1.5016800165176392,1.433854341506958,23456.0
2014-10-13,1.5016800165176392,1.5016800165176392,1.4539999961853027,1.4778399467468262,1.4110909700393677,336378.0
2014-10-14,1.4539999961853027,1.4539999961853027,1.4301700592041016,1.4539999961853027,1.3883278369903564,95104.0
2014-10-15,1.4539999961853027,1.4778399467468262,1.4539999961853027,1.4778399467468262,1.4110909700393677,187379.0
2014-10-16,1.4778399467468262,1.4778399467468262,1.4539999961853027,1.4539999961853027,1.3883278369903564,53413.0
2014-10-17,1.4539999961853027,1.4539999961853027,1.4444700479507446,1.4444700479507446,1.3792284727096558,123640.0
2014-10-20,1.4539999961853027,1.4539999961853027,1.4397000074386597,1.4397000074386597,1.37467360496521,178401.0
2014-10-21,1.4397000074386597,1.4397000074386597,1.4397000074386597,1.4397000074386597,1.37467360496521,49167.0
2014-10-22,1.4301700592041016,1.4539999961853027,1.4063299894332886,1.4539999961853027,1.3883278369903564,120019.0
2014-10-23,1.4778399467468262,1.4778399467468262,1.4778399467468262,1.4778399467468262,1.4110909700393677,46585.0
2014-10-24,1.4778399467468262,1.4778399467468262,1.4778399467468262,1.4778399467468262,1.4110909700393677,0.0
2014-10-28,1.506440043449402,1.5159800052642822,1.4969099760055542,1.5016800165176392,1.433854341506958,1042929.0
2014-10-29,1.4826099872589111,1.4826099872589111,1.4778399467468262,1.4778399467468262,1.4110909700393677,453731.0
2014-10-30,1.4778399467468262,1.506440043449402,1.4778399467468262,1.4778399467468262,1.4110909700393677,367807.0
2014-10-31,1.4873700141906738,1.506440043449402,1.4873700141906738,1.4921400547027588,1.4247453212738037,1162630.0
2014-11-03,1.4921400547027588,1.5016800165176392,1.4921400547027588,1.5016800165176392,1.433854341506958,51036.0
2014-11-04,1.5016800165176392,1.5255099534988403,1.4873700141906738,1.5255099534988403,1.4566080570220947,141443.0
2014-11-05,1.5541199445724487,1.5970200300216677,1.5541199445724487,1.5970200300216677,1.5248881578445437,1310655.0
2014-11-06,1.6017899513244631,1.668529987335205,1.6017899513244631,1.6446900367736816,1.5704052448272705,92588.0
2014-11-07,1.6589900255203247,1.668529987335205,1.6446900367736816,1.668529987335205,1.5931684970855713,665756.0
2014-11-10,1.6446900367736816,1.668529987335205,1.6446900367736816,1.668529987335205,1.5931684970855713,541829.0
2014-11-11,1.668529987335205,1.7114299535751345,1.668529987335205,1.7114299535751345,1.6341305971145632,4615.0
2014-11-12,1.7161999940872192,1.8115500211715696,1.7161999940872192,1.7638700008392334,1.6842020750045776,428448.0
2014-11-13,1.7734099626541138,1.7734099626541138,1.7400399446487431,1.7400399446487431,1.661448359489441,186205.0
2014-11-14,1.7734099626541138,1.7734099626541138,1.7638700008392334,1.7638700008392334,1.6842020750045776,307938.0
2014-11-17,1.7638700008392334,1.7638700008392334,1.7638700008392334,1.7638700008392334,1.6842020750045776,74051.0
2014-11-18,1.7638700008392334,1.7638700008392334,1.7638700008392334,1.7638700008392334,1.6842020750045776,0.0
2014-11-19,1.7638700008392334,1.7638700008392334,1.692370057106018,1.692370057106018,1.6159315109252932,864085.0
2014-11-20,1.7400399446487431,1.7400399446487431,1.7400399446487431,1.7400399446487431,1.661448359489441,6293.0
2014-11-21,1.7400399446487431,1.7400399446487431,1.7400399446487431,1.7400399446487431,1.661448359489441,0.0
2014-11-24,1.7400399446487431,1.7400399446487431,1.7400399446487431,1.7400399446487431,1.661448359489441,0.0
2014-11-25,1.7400399446487431,1.7638700008392334,1.7161999940872192,1.7638700008392334,1.6842020750045776,16519.0
2014-11-26,1.7638700008392334,1.7638700008392334,1.7638700008392334,1.7638700008392334,1.6842020750045776,0.0
2014-11-27,1.7400399446487431,1.7400399446487431,1.7161999940872192,1.7161999940872192,1.63868510723114,302056.0
2014-11-28,1.7161999940872192,1.7161999940872192,1.7161999940872192,1.7161999940872192,1.63868510723114,339753.0
2014-12-01,1.7161999940872192,1.7161999940872192,1.7161999940872192,1.7161999940872192,1.63868510723114,0.0
2014-12-02,1.7591099739074707,1.7591099739074707,1.7400399446487431,1.7400399446487431,1.661448359489441,110127.0
2014-12-03,1.7400399446487431,1.7400399446487431,1.7400399446487431,1.7400399446487431,1.661448359489441,131817.0
2014-12-04,1.7543400526046753,1.7543400526046753,1.7543400526046753,1.7543400526046753,1.675102472305298,16188.0
2014-12-05,1.7638700008392334,1.835379958152771,1.7638700008392334,1.835379958152771,1.752482295036316,45729.0
2014-12-08,1.835379958152771,1.835379958152771,1.835379958152771,1.835379958152771,1.752482295036316,0.0
2014-12-09,1.835379958152771,1.835379958152771,1.835379958152771,1.835379958152771,1.752482295036316,0.0
2014-12-10,1.8115500211715696,1.835379958152771,1.8115500211715696,1.8115500211715696,1.7297285795211792,167779.0
2014-12-11,1.8115500211715696,1.8115500211715696,1.8115500211715696,1.8115500211715696,1.7297285795211792,0.0
2014-12-12,1.8115500211715696,1.835379958152771,1.8115500211715696,1.835379958152771,1.752482295036316,124494.0
